epoch,step,train_loss,val_acc,test_acc,train_acc
91,28449,-0.4642678499221802,,,
91,28499,-0.457139790058136,,,
91,28549,-0.4622945189476013,,,
91,28599,-0.43619394302368164,,,
91,28649,-0.47396689653396606,,,
91,28699,-0.4459168314933777,,,
91,28703,,0.7768999934196472,,
91,28703,,,0.8942999839782715,0.8245692849159241
92,28749,-0.4618946313858032,,,
92,28799,-0.442246675491333,,,
92,28849,-0.40134626626968384,,,
92,28899,-0.4084959924221039,,,
92,28949,-0.4425387978553772,,,
92,28999,-0.4280405640602112,,,
92,29015,,0.7759000062942505,,
92,29015,,,0.8960000276565552,0.8237680196762085
93,29049,-0.40883228182792664,,,
93,29099,-0.4511961042881012,,,
93,29149,-0.42430704832077026,,,
93,29199,-0.4542074501514435,,,
93,29249,-0.41581445932388306,,,
93,29299,-0.43158474564552307,,,
93,29327,,0.7732999920845032,,
93,29327,,,0.89410001039505,0.8246194124221802
94,29349,-0.43747711181640625,,,
94,29399,-0.4487221837043762,,,
94,29449,-0.4603961110115051,,,
94,29499,-0.3755890429019928,,,
94,29549,-0.4344593584537506,,,
94,29599,-0.4493665397167206,,,
94,29639,,0.7763000130653381,,
94,29639,,,0.8960000276565552,0.8263221383094788
95,29649,-0.41970139741897583,,,
95,29699,-0.4417271018028259,,,
95,29749,-0.4539584815502167,,,
95,29799,-0.4155607223510742,,,
95,29849,-0.4193638861179352,,,
95,29899,-0.42623138427734375,,,
95,29949,-0.4541269540786743,,,
95,29951,,0.7748000025749207,,
95,29951,,,0.8950999975204468,0.8261969089508057
96,29999,-0.4624772071838379,,,
96,30049,-0.4495461881160736,,,
96,30099,-0.4363855719566345,,,
96,30149,-0.4508528709411621,,,
96,30199,-0.416833758354187,,,
96,30249,-0.4793589115142822,,,
96,30263,,0.7749999761581421,,
96,30263,,,0.8934000134468079,0.8267227411270142
97,30299,-0.4758644104003906,,,
97,30349,-0.4479842782020569,,,
97,30399,-0.43979936838150024,,,
97,30449,-0.4279613494873047,,,
97,30499,-0.4352538585662842,,,
97,30549,-0.4562080502510071,,,
97,30575,,0.7742999792098999,,
97,30575,,,0.8952000141143799,0.8260216116905212
98,30599,-0.422231525182724,,,
98,30649,-0.4500730335712433,,,
98,30699,-0.4572090804576874,,,
98,30749,-0.4248555898666382,,,
98,30799,-0.3912174105644226,,,
98,30849,-0.44644081592559814,,,
98,30887,,0.7759000062942505,,
98,30887,,,0.8960999846458435,0.8264723420143127
99,30899,-0.45225203037261963,,,
99,30949,-0.47498905658721924,,,
99,30999,-0.4670924246311188,,,
99,31049,-0.43272900581359863,,,
99,31099,-0.42623546719551086,,,
99,31149,-0.4354507029056549,,,
99,31199,-0.42328310012817383,,,
99,31199,,0.7763000130653381,,
99,31199,,,0.8956999778747559,0.8267979025840759
