step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc,mix_match_loss
37800,76,,nan,0.10140000283718109,,,
37800,76,,,,0.1002769023180008,,
37849,77,,,,,,nan
37899,77,,,,,,nan
37949,77,,,,,,nan
37999,77,,,,,,nan
38049,77,,,,,,nan
38099,77,,,,,,nan
38149,77,,,,,,nan
38199,77,,,,,,nan
38249,77,,,,,,nan
38299,77,,,,,,nan
38349,77,,,,,,nan
38362,77,,nan,0.10140000283718109,,,
38362,77,,,,0.1002769023180008,,
38399,78,,,,,,nan
38449,78,,,,,,nan
38499,78,,,,,,nan
38549,78,,,,,,nan
38599,78,,,,,,nan
38649,78,,,,,,nan
38699,78,,,,,,nan
38749,78,,,,,,nan
38799,78,,,,,,nan
38849,78,,,,,,nan
38899,78,,,,,,nan
38924,78,,nan,0.10140000283718109,,,
38924,78,,,,0.1002769023180008,,
38949,79,,,,,,nan
38999,79,,,,,,nan
39049,79,,,,,,nan
39099,79,,,,,,nan
39149,79,,,,,,nan
39199,79,,,,,,nan
39249,79,,,,,,nan
39299,79,,,,,,nan
39349,79,,,,,,nan
39399,79,,,,,,nan
39449,79,,,,,,nan
39486,79,,nan,0.10140000283718109,,,
39486,79,,,,0.1002769023180008,,
39499,80,,,,,,nan
39549,80,,,,,,nan
39599,80,,,,,,nan
39649,80,,,,,,nan
39699,80,,,,,,nan
39749,80,,,,,,nan
39799,80,,,,,,nan
39849,80,,,,,,nan
39899,80,,,,,,nan
39949,80,,,,,,nan
39999,80,,,,,,nan
40048,80,,nan,0.10140000283718109,,,
40048,80,,,,0.1002769023180008,,
40049,81,,,,,,nan
40099,81,,,,,,nan
40149,81,,,,,,nan
40199,81,,,,,,nan
40249,81,,,,,,nan
40299,81,,,,,,nan
40349,81,,,,,,nan
40399,81,,,,,,nan
40449,81,,,,,,nan
40499,81,,,,,,nan
40549,81,,,,,,nan
40599,81,,,,,,nan
40610,81,,nan,0.10140000283718109,,,
40610,81,,,,0.1002769023180008,,
40649,82,,,,,,nan
40699,82,,,,,,nan
40749,82,,,,,,nan
40799,82,,,,,,nan
40849,82,,,,,,nan
40899,82,,,,,,nan
40949,82,,,,,,nan
40999,82,,,,,,nan
41049,82,,,,,,nan
41099,82,,,,,,nan
41149,82,,,,,,nan
41172,82,,nan,0.10140000283718109,,,
41172,82,,,,0.1002769023180008,,
41199,83,,,,,,nan
41249,83,,,,,,nan
41299,83,,,,,,nan
41349,83,,,,,,nan
41399,83,,,,,,nan
41449,83,,,,,,nan
41499,83,,,,,,nan
41549,83,,,,,,nan
41599,83,,,,,,nan
41649,83,,,,,,nan
41699,83,,,,,,nan
41734,83,,nan,0.10140000283718109,,,
41734,83,,,,0.1002769023180008,,
41749,84,,,,,,nan
41799,84,,,,,,nan
41849,84,,,,,,nan
41899,84,,,,,,nan
41949,84,,,,,,nan
41999,84,,,,,,nan
42049,84,,,,,,nan
42099,84,,,,,,nan
42149,84,,,,,,nan
42199,84,,,,,,nan
42249,84,,,,,,nan
42296,84,,nan,0.10140000283718109,,,
42296,84,,,,0.1002769023180008,,
42299,85,,,,,,nan
42349,85,,,,,,nan
42399,85,,,,,,nan
42449,85,,,,,,nan
42499,85,,,,,,nan
42549,85,,,,,,nan
42599,85,,,,,,nan
42649,85,,,,,,nan
42699,85,,,,,,nan
42749,85,,,,,,nan
42799,85,,,,,,nan
42849,85,,,,,,nan
42858,85,,nan,0.10140000283718109,,,
42858,85,,,,0.1002769023180008,,
42899,86,,,,,,nan
42949,86,,,,,,nan
42999,86,,,,,,nan
43049,86,,,,,,nan
43099,86,,,,,,nan
43149,86,,,,,,nan
43199,86,,,,,,nan
43249,86,,,,,,nan
43299,86,,,,,,nan
43349,86,,,,,,nan
43399,86,,,,,,nan
43420,86,,nan,0.10140000283718109,,,
43420,86,,,,0.1002769023180008,,
43449,87,,,,,,nan
43499,87,,,,,,nan
43549,87,,,,,,nan
43599,87,,,,,,nan
43649,87,,,,,,nan
43699,87,,,,,,nan
43749,87,,,,,,nan
43799,87,,,,,,nan
43849,87,,,,,,nan
43899,87,,,,,,nan
43949,87,,,,,,nan
43982,87,,nan,0.10140000283718109,,,
43982,87,,,,0.1002769023180008,,
43999,88,,,,,,nan
44049,88,,,,,,nan
44099,88,,,,,,nan
44149,88,,,,,,nan
44199,88,,,,,,nan
44249,88,,,,,,nan
44299,88,,,,,,nan
44349,88,,,,,,nan
44399,88,,,,,,nan
44449,88,,,,,,nan
44499,88,,,,,,nan
44544,88,,nan,0.10140000283718109,,,
44544,88,,,,0.1002769023180008,,
44549,89,,,,,,nan
44599,89,,,,,,nan
44649,89,,,,,,nan
44699,89,,,,,,nan
44749,89,,,,,,nan
44799,89,,,,,,nan
44849,89,,,,,,nan
44899,89,,,,,,nan
44949,89,,,,,,nan
44999,89,,,,,,nan
45049,89,,,,,,nan
45099,89,,,,,,nan
45106,89,,nan,0.10140000283718109,,,
45106,89,,,,0.1002769023180008,,
45149,90,,,,,,nan
45199,90,,,,,,nan
45249,90,,,,,,nan
45299,90,,,,,,nan
45349,90,,,,,,nan
45399,90,,,,,,nan
45449,90,,,,,,nan
45499,90,,,,,,nan
45549,90,,,,,,nan
45599,90,,,,,,nan
45649,90,,,,,,nan
45668,90,,nan,0.10140000283718109,,,
45668,90,,,,0.1002769023180008,,
45699,91,,,,,,nan
45749,91,,,,,,nan
45799,91,,,,,,nan
45849,91,,,,,,nan
45899,91,,,,,,nan
45949,91,,,,,,nan
45999,91,,,,,,nan
46049,91,,,,,,nan
46099,91,,,,,,nan
46149,91,,,,,,nan
46199,91,,,,,,nan
46230,91,,nan,0.10140000283718109,,,
46230,91,,,,0.1002769023180008,,
46249,92,,,,,,nan
46299,92,,,,,,nan
46349,92,,,,,,nan
46399,92,,,,,,nan
46449,92,,,,,,nan
46499,92,,,,,,nan
46549,92,,,,,,nan
46599,92,,,,,,nan
46649,92,,,,,,nan
46699,92,,,,,,nan
46749,92,,,,,,nan
46792,92,,nan,0.10140000283718109,,,
46792,92,,,,0.1002769023180008,,
46799,93,,,,,,nan
46849,93,,,,,,nan
46899,93,,,,,,nan
46949,93,,,,,,nan
46999,93,,,,,,nan
47049,93,,,,,,nan
47099,93,,,,,,nan
47149,93,,,,,,nan
47199,93,,,,,,nan
47249,93,,,,,,nan
47299,93,,,,,,nan
47349,93,,,,,,nan
47354,93,,nan,0.10140000283718109,,,
47354,93,,,,0.1002769023180008,,
47399,94,,,,,,nan
47449,94,,,,,,nan
47499,94,,,,,,nan
47549,94,,,,,,nan
47599,94,,,,,,nan
47649,94,,,,,,nan
47699,94,,,,,,nan
47749,94,,,,,,nan
47799,94,,,,,,nan
47849,94,,,,,,nan
47899,94,,,,,,nan
47916,94,,nan,0.10140000283718109,,,
47916,94,,,,0.1002769023180008,,
47949,95,,,,,,nan
47999,95,,,,,,nan
48049,95,,,,,,nan
48099,95,,,,,,nan
48149,95,,,,,,nan
48199,95,,,,,,nan
48249,95,,,,,,nan
48299,95,,,,,,nan
48349,95,,,,,,nan
48399,95,,,,,,nan
48449,95,,,,,,nan
48478,95,,nan,0.10140000283718109,,,
48478,95,,,,0.1002769023180008,,
48499,96,,,,,,nan
48549,96,,,,,,nan
48599,96,,,,,,nan
48649,96,,,,,,nan
48699,96,,,,,,nan
48749,96,,,,,,nan
48799,96,,,,,,nan
48849,96,,,,,,nan
48899,96,,,,,,nan
48949,96,,,,,,nan
48999,96,,,,,,nan
49040,96,,nan,0.10140000283718109,,,
49040,96,,,,0.1002769023180008,,
49049,97,,,,,,nan
49099,97,,,,,,nan
49149,97,,,,,,nan
49199,97,,,,,,nan
49249,97,,,,,,nan
49299,97,,,,,,nan
49349,97,,,,,,nan
49399,97,,,,,,nan
49449,97,,,,,,nan
49499,97,,,,,,nan
49549,97,,,,,,nan
49599,97,,,,,,nan
49602,97,,nan,0.10140000283718109,,,
49602,97,,,,0.1002769023180008,,
49649,98,,,,,,nan
49699,98,,,,,,nan
49749,98,,,,,,nan
49799,98,,,,,,nan
49849,98,,,,,,nan
49899,98,,,,,,nan
49949,98,,,,,,nan
49999,98,,,,,,nan
50049,98,,,,,,nan
50099,98,,,,,,nan
50149,98,,,,,,nan
50164,98,,nan,0.10140000283718109,,,
50164,98,,,,0.1002769023180008,,
50199,99,,,,,,nan
50249,99,,,,,,nan
50299,99,,,,,,nan
50349,99,,,,,,nan
50399,99,,,,,,nan
50449,99,,,,,,nan
50499,99,,,,,,nan
50549,99,,,,,,nan
50599,99,,,,,,nan
50649,99,,,,,,nan
50699,99,,,,,,nan
50726,99,,nan,0.10140000283718109,,,
50726,99,,,,0.1002769023180008,,
