step,train_loss2,epoch,train_loss1,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
4999,0.0014212834648787975,16,0.0015729089500382543,,,,,
5049,0.002555777784436941,16,0.0027842726558446884,,,,,
5099,0.0033135972917079926,16,0.0036692817229777575,,,,,
5149,0.003508329624310136,16,0.0028225488495081663,,,,,
5199,0.0034543017391115427,16,0.0033491135109215975,,,,,
5249,0.0017894210759550333,16,0.002038936596363783,,,,,
5299,0.00309698935598135,16,0.002817608183249831,,,,,
5303,,16,,0.7218999862670898,0.7318999767303467,,,
5303,,16,,,,0.7428385615348816,0.7425881624221802,0.819599986076355
5349,0.005938519258052111,17,0.004910881165415049,,,,,
5399,0.0012031320948153734,17,0.0007517168414779007,,,,,
5449,0.0010688422480598092,17,0.0016084983944892883,,,,,
5499,0.0011990399798378348,17,0.001556646777316928,,,,,
5549,0.0030550940427929163,17,0.0023373542353510857,,,,,
5599,0.004045416135340929,17,0.003626257413998246,,,,,
5615,,17,,0.71670001745224,0.7218000292778015,,,
5615,,17,,,,0.7499749660491943,0.7480218410491943,0.8205000162124634
5649,0.0023818169720470905,18,0.0021220771595835686,,,,,
5699,0.0014659721637144685,18,0.002252283040434122,,,,,
5749,0.0019148888532072306,18,0.0026616177055984735,,,,,
5799,0.0017029347363859415,18,0.0015096415299922228,,,,,
5849,0.003858783282339573,18,0.0041886065155267715,,,,,
5899,0.002743828808888793,18,0.002491912106052041,,,,,
5927,,18,,0.7303000092506409,0.744700014591217,,,
5927,,18,,,,0.7506510615348816,0.7511768937110901,0.8252999782562256
5949,0.0016870108665898442,19,0.001314049935899675,,,,,
5999,0.0019206727156415582,19,0.002030882053077221,,,,,
6049,0.0015448984922841191,19,0.002024778164923191,,,,,
6099,0.0011832111049443483,19,0.0019272442441433668,,,,,
6149,0.0015607664827257395,19,0.0011648967629298568,,,,,
6199,0.0015934553230181336,19,0.001475864090025425,,,,,
6239,,19,,0.7365000247955322,0.7276999950408936,,,
6239,,19,,,,0.7547325491905212,0.755934476852417,0.8371000289916992
6249,0.0017136660171672702,20,0.0018772619077935815,,,,,
6299,0.0018941068556159735,20,0.00163102219812572,,,,,
6349,0.0004933939198963344,20,0.00143853307235986,,,,,
6399,0.0005290908156894147,20,0.0004962572711519897,,,,,
6449,0.0008988967747427523,20,0.0009076473070308566,,,,,
6499,0.002221626928076148,20,0.0021305421832948923,,,,,
6549,0.0015166174853220582,20,0.0029159970581531525,,,,,
6551,,20,,0.7437000274658203,0.7322999835014343,,,
6551,,20,,,,0.7584635615348816,0.7601913213729858,0.8457000255584717
6599,0.001679789973422885,21,0.0019131421577185392,,,,,
6649,0.0015305947745218873,21,0.0017375517636537552,,,,,
6699,0.0017138873226940632,21,0.0014897824730724096,,,,,
6749,0.0014759475598111749,21,0.0014279476599767804,,,,,
6799,0.0017206097254529595,21,0.0022801526356488466,,,,,
6849,0.0021340553648769855,21,0.0023580638226121664,,,,,
6863,,21,,0.7397000193595886,0.7361000180244446,,,
6863,,21,,,,0.7632712125778198,0.762770414352417,0.840499997138977
6899,0.0021377208177000284,22,0.002454145345836878,,,,,
6949,0.0005805632681585848,22,0.0004449561529327184,,,,,
6999,0.0018747022841125727,22,0.0018813918577507138,,,,,
7049,0.0030779470689594746,22,0.00372953899204731,,,,,
7099,0.0018737916834652424,22,0.0019552072044461966,,,,,
7149,0.001035028719343245,22,0.0010432881535962224,,,,,
7175,,22,,0.7400000095367432,0.7472000122070312,,,
7175,,22,,,,0.7648237347602844,0.7647987008094788,0.8495000004768372
7199,0.0010653805220499635,23,0.0007993800682015717,,,,,
7249,0.0008447587606497109,23,0.0005135838873684406,,,,,
7299,0.0017948267050087452,23,0.0018717676866799593,,,,,
7349,0.0011261185863986611,23,0.0009228122071363032,,,,,
7399,0.0027600214816629887,23,0.0019098992925137281,,,,,
7449,0.0024689985439181328,23,0.0011587037006393075,,,,,
7487,,23,,0.7509999871253967,0.7401999831199646,,,
7487,,23,,,,0.7700821161270142,0.7683543562889099,0.8596000075340271
7499,0.001112770289182663,24,0.0013202466070652008,,,,,
7549,0.002173958346247673,24,0.0014186683110892773,,,,,
7599,0.0012264646356925368,24,0.0007699826965108514,,,,,
7649,0.0014952878700569272,24,0.0013782958267256618,,,,,
7699,0.0014253405388444662,24,0.001952708582393825,,,,,
7749,0.0013794376282021403,24,0.0012477025156840682,,,,,
7799,0.0031332126818597317,24,0.0022317543625831604,,,,,
7799,,24,,0.7369999885559082,0.728600025177002,,,
7799,,24,,,,0.7695562839508057,0.7709585428237915,0.838699996471405
7849,0.0007988826837390661,25,0.0008155155228450894,,,,,
7899,0.0024125464260578156,25,0.002386232139542699,,,,,
7949,0.0008431636379100382,25,0.0010066634276881814,,,,,
7999,0.0012634784216061234,25,0.00134629278909415,,,,,
8049,0.0018060586880892515,25,0.0020364474039524794,,,,,
8099,0.0007016046438366175,25,0.0005101943970657885,,,,,
8111,,25,,0.7325999736785889,0.7437000274658203,,,
8111,,25,,,,0.7734875679016113,0.7708333134651184,0.845300018787384
8149,0.0006594802835024893,26,0.0008769970154389739,,,,,
8199,0.0006409670459106565,26,0.0011480872053653002,,,,,
8249,0.0005909458850510418,26,0.0009215489844791591,,,,,
8299,0.0004942620289511979,26,0.0008320457418449223,,,,,
8349,0.0008620183798484504,26,0.0011070691980421543,,,,,
8399,0.0017770709237083793,26,0.0013678090181201696,,,,,
8423,,26,,0.7487999796867371,0.7591000199317932,,,
8423,,26,,,,0.7780198454856873,0.7788461446762085,0.8587999939918518
8449,0.003066901583224535,27,0.002947496250271797,,,,,
8499,0.0013706416357308626,27,0.0018771725008264184,,,,,
8549,0.0018669202690944076,27,0.0019470349652692676,,,,,
8599,0.0021084174513816833,27,0.00244655623100698,,,,,
8649,0.0019780490547418594,27,0.0016766141634434462,,,,,
8699,0.00026835707831196487,27,0.0004664084408432245,,,,,
8735,,27,,0.7426999807357788,0.7452999949455261,,,
8735,,27,,,,0.7820262312889099,0.7779196500778198,0.8525000214576721
8749,0.0026468459982424974,28,0.0025043045170605183,,,,,
8799,0.002667471533641219,28,0.0014997832477092743,,,,,
8849,0.0010335373226553202,28,0.0006409595371223986,,,,,
8899,0.0018715540645644069,28,0.0016419849125668406,,,,,
8949,0.0011383354431018233,28,0.0009061068994924426,,,,,
8999,0.0013438531896099448,28,0.0015156841836869717,,,,,
9047,,28,,0.7491000294685364,0.7387999892234802,,,
9047,,28,,,,0.7823517918586731,0.7822515964508057,0.8572999835014343
9049,0.0006782453856430948,29,0.00034777456312440336,,,,,
9099,0.0011332230642437935,29,0.0010507656261324883,,,,,
9149,0.001096113002859056,29,0.000847485032863915,,,,,
9199,0.00030089583015069366,29,0.0006366844172589481,,,,,
9249,0.0025413711555302143,29,0.0021537216380238533,,,,,
9299,0.0013204585993662477,29,0.0021707203704863787,,,,,
9349,0.0011223816545680165,29,0.0018054571701213717,,,,,
9359,,29,,0.7462000250816345,0.7483000159263611,,,
9359,,29,,,,0.7847806215286255,0.7858323454856873,0.8572999835014343
9399,0.0008640347514301538,30,0.0009666052646934986,,,,,
9449,0.002483752556145191,30,0.0015356976073235273,,,,,
9499,0.001888275844976306,30,0.0009719983791001141,,,,,
9549,0.0028300548437982798,30,0.002732984023168683,,,,,
9599,0.001254872651770711,30,0.0016033411957323551,,,,,
9649,0.0007209795876406133,30,0.0010523993987590075,,,,,
9671,,30,,0.7548999786376953,0.7497000098228455,,,
9671,,30,,,,0.7850059866905212,0.7879106402397156,0.858299970626831
9699,0.0006522739422507584,31,0.0008725643274374306,,,,,
9749,0.0024477439001202583,31,0.0023204833269119263,,,,,
9799,0.0009153424180112779,31,0.000757584988605231,,,,,
9849,0.0013587878784164786,31,0.0013836752623319626,,,,,
9899,0.001347229117527604,31,0.0006835033418610692,,,,,
9949,0.002773356856778264,31,0.0025433755945414305,,,,,
9983,,31,,0.7502999901771545,0.7106000185012817,,,
9983,,31,,,,0.788010835647583,0.7907902598381042,0.8641999959945679
9999,0.0008063449058681726,32,0.0006543846684508026,,,,,
10049,0.0011556597892194986,32,0.0017386780818924308,,,,,
10099,0.0011638181749731302,32,0.000866264512296766,,,,,
10149,0.0006078277947381139,32,0.0005131983780302107,,,,,
10199,0.0010903205256909132,32,0.0008494571666233242,,,,,
10249,0.0003777203382924199,32,0.0006668471614830196,,,,,
10295,,32,,0.7541999816894531,0.7466999888420105,,,
10295,,32,,,,0.7924429178237915,0.7863581776618958,0.8648999929428101
10299,0.001111549441702664,33,0.0012714352924376726,,,,,
10349,0.00035483360989019275,33,0.0006721862009726465,,,,,
10399,0.0005791900912299752,33,0.0009205515380017459,,,,,
10449,0.001772573683410883,33,0.0010217357194051147,,,,,
10499,0.0011489830212667584,33,0.001717873034067452,,,,,
10549,0.0011395692126825452,33,0.0009674123721197248,,,,,
10599,0.0004546766576822847,33,0.001126362127251923,,,,,
10607,,33,,0.7572000026702881,0.7569000124931335,,,
10607,,33,,,,0.7919921875,0.7916917204856873,0.8730000257492065
10649,0.0011796473991125822,34,0.0008633817778900266,,,,,
10699,0.0002559263666626066,34,0.00028393452521413565,,,,,
10749,0.001009714906103909,34,0.0010520806536078453,,,,,
10799,0.00020317058078944683,34,0.0006831565406173468,,,,,
10849,0.0011661284370347857,34,0.0006075258133932948,,,,,
10899,0.00118851603474468,34,0.001578129013068974,,,,,
10919,,34,,0.7506999969482422,0.7512000203132629,,,
10919,,34,,,,0.7973257303237915,0.7970502972602844,0.8610000014305115
10949,0.0011118309339508414,35,0.0012017914559692144,,,,,
10999,0.00020944075367879122,35,0.00014189754438120872,,,,,
11049,0.0012640998465940356,35,0.0013174269115552306,,,,,
11099,0.000931352551560849,35,0.0007525609107688069,,,,,
11149,0.0001589087478350848,35,0.0002803524548653513,,,,,
11199,0.0012607170501723886,35,0.0013860538601875305,,,,,
11231,,35,,0.7494999766349792,0.7493000030517578,,,
11231,,35,,,,0.7960236668586731,0.7954977750778198,0.8604000210762024
11249,0.0003398831468075514,36,0.0012194671435281634,,,,,
11299,0.001583028701134026,36,0.0016738843405619264,,,,,
11349,0.0009763702983036637,36,0.0007795129204168916,,,,,
11399,0.0003612305736169219,36,0.000551585282664746,,,,,
11449,0.0015712224412709475,36,0.0010436283191666007,,,,,
11499,0.0014669853262603283,36,0.0014896498760208488,,,,,
11543,,36,,0.7559999823570251,0.7497000098228455,,,
11543,,36,,,,0.7954977750778198,0.7981520295143127,0.8654000163078308
11549,0.0006177817704156041,37,0.0004063553351443261,,,,,
11599,0.0005370026919990778,37,0.0005585497710853815,,,,,
11649,0.0018490218790248036,37,0.0024719645734876394,,,,,
11699,0.0004228277539368719,37,0.00015361655096057802,,,,,
11749,0.0007383914780803025,37,0.0005127027980051935,,,,,
11799,0.0011429862352088094,37,0.0009028302156366408,,,,,
11849,0.0011206645285710692,37,0.000678525771945715,,,,,
11855,,37,,0.7473999857902527,0.7538999915122986,,,
11855,,37,,,,0.8000801205635071,0.7983273267745972,0.8600999712944031
11899,0.001499729580245912,38,0.000562669534701854,,,,,
11949,0.0012268094578757882,38,0.0007724534370936453,,,,,
11999,0.0013159031514078379,38,0.0007780324085615575,,,,,
12049,0.0012126296060159802,38,0.0011303123319521546,,,,,
12099,0.0006755344802513719,38,0.00043535284930840135,,,,,
12149,0.0005245172651484609,38,0.0004818292800337076,,,,,
12167,,38,,0.7616000175476074,0.7573000192642212,,,
12167,,38,,,,0.8008313179016113,0.8020082116127014,0.8726000189781189
12199,0.000911114679183811,39,0.0007949408027343452,,,,,
12249,0.0007428774260915816,39,0.0004614221106749028,,,,,
12299,0.0007424303912557662,39,0.0009214782039634883,,,,,
12349,0.002495633903890848,39,0.002706109080463648,,,,,
12399,0.00036868752795271575,39,0.0004121619276702404,,,,,
12449,0.0008416622295044363,39,0.0010655607329681516,,,,,
12479,,39,,0.7630000114440918,0.7584999799728394,,,
12479,,39,,,,0.8033102750778198,0.8045122027397156,0.8769000172615051
12499,0.0007820908795110881,40,0.0004083579988218844,,,,,
12549,0.0009652907610870898,40,0.0013561213854700327,,,,,
12599,0.0014332570135593414,40,0.0008897752268239856,,,,,
12649,0.0007192872581072152,40,0.00020564657461363822,,,,,
12699,0.000325303350109607,40,0.0004375831922516227,,,,,
12749,0.0006960075697861612,40,0.001510191592387855,,,,,
12791,,40,,0.7623999714851379,0.7577999830245972,,,
12791,,40,,,,0.8049879670143127,0.8055137991905212,0.8737000226974487
12799,0.0005748577532358468,41,0.00062261160928756,,,,,
12849,0.0007541008526459336,41,0.0013727634213864803,,,,,
12899,0.0007896891911514103,41,0.0011401496594771743,,,,,
12949,0.0006691638845950365,41,0.0009926268830895424,,,,,
12999,0.00046274944907054305,41,0.0009032844682224095,,,,,
13049,0.00038777763256803155,41,0.0004802994371857494,,,,,
13099,0.001166416215710342,41,0.0006999251199886203,,,,,
13103,,41,,0.7534999847412109,0.758899986743927,,,
13103,,41,,,,0.8047876358032227,0.8040865659713745,0.8578000068664551
13149,0.0004977958160452545,42,0.0003960799367632717,,,,,
13199,0.0003171452844981104,42,0.0005711322301067412,,,,,
13249,0.0004147765866946429,42,0.0003868972708005458,,,,,
13299,0.0005202241009101272,42,0.0004561502719298005,,,,,
13349,0.00023335785954259336,42,0.00048105960013344884,,,,,
13399,0.0007713575614616275,42,0.0014183587627485394,,,,,
13415,,42,,0.7638999819755554,0.7573000192642212,,,
13415,,42,,,,0.8075170516967773,0.8075671195983887,0.8777999877929688
13449,0.0007018017931841314,43,0.0010040568886324763,,,,,
13499,0.0006504763732664287,43,0.0005289710243232548,,,,,
13549,0.002228883095085621,43,0.0003159430925734341,,,,,
13599,0.0002421608369331807,43,0.0003625238605309278,,,,,
13649,0.00046485415077768266,43,0.0005326232057996094,,,,,
13699,0.0023095188662409782,43,0.0014246392529457808,,,,,
13727,,43,,0.7609999775886536,0.7574999928474426,,,
13727,,43,,,,0.8078926205635071,0.8086438179016113,0.8723000288009644
13749,0.002071807160973549,44,0.00272196508012712,,,,,
13799,0.0010727772023528814,44,0.0004539023502729833,,,,,
13849,0.0007208529859781265,44,0.00047922146040946245,,,,,
13899,0.0024757140781730413,44,0.0021923512686043978,,,,,
13949,0.0011375935282558203,44,0.0009940138552337885,,,,,
13999,0.0007649323670193553,44,0.0008191645611077547,,,,,
14039,,44,,0.7631999850273132,0.7612000107765198,,,
14039,,44,,,,0.8088691830635071,0.8118990659713745,0.8820000290870667
14049,0.0011667445069178939,45,0.0004728898929897696,,,,,
14099,0.0003955448337364942,45,0.00032599971746094525,,,,,
14149,9.872916416497901e-05,45,0.00013800371380057186,,,,,
14199,0.0003444901085458696,45,0.00038621100247837603,,,,,
14249,0.0005678106099367142,45,0.0009316726354882121,,,,,
14299,0.00031730803311802447,45,0.0006274852785281837,,,,,
14349,0.0005953614017926157,45,0.00043753854697570205,,,,,
14351,,45,,0.7577000260353088,0.7642999887466431,,,
14351,,45,,,,0.8086187839508057,0.8097205758094788,0.8716999888420105
14399,0.00011298532626824453,46,0.0003028440987691283,,,,,
14449,0.0002129640051862225,46,0.00025990535505115986,,,,,
14499,0.0005407531280070543,46,0.0005349185084924102,,,,,
14549,0.001197177916765213,46,0.0014653770485892892,,,,,
14599,0.0010081847431138158,46,0.0008631880627945065,,,,,
14649,0.00029486240237019956,46,0.0006951743853278458,,,,,
14663,,46,,0.7651000022888184,0.7631000280380249,,,
14663,,46,,,,0.8130508661270142,0.8128505349159241,0.8755999803543091
14699,0.00040684788837097585,47,0.00023961438273545355,,,,,
14749,0.0005875472561456263,47,0.0013247502502053976,,,,,
14799,0.0010876778978854418,47,0.0009942271281033754,,,,,
14849,0.0006819543777965009,47,0.0005479027749970555,,,,,
14899,0.001291414606384933,47,0.0012166923843324184,,,,,
14949,0.001345550175756216,47,0.0017697700532153249,,,,,
14975,,47,,0.7634000182151794,0.7537999749183655,,,
14975,,47,,,,0.8126502633094788,0.8142527937889099,0.878000020980835
14999,0.0007599636446684599,48,0.00031338498229160905,,,,,
15049,0.0004511009610723704,48,0.00042041842243634164,,,,,
15099,0.00046643445966765285,48,0.00033049925696104765,,,,,
15149,0.0001633684878470376,48,0.0003593199362512678,,,,,
15199,0.0013737992849200964,48,0.0012092069955542684,,,,,
15249,0.00244086398743093,48,0.001342525240033865,,,,,
15287,,48,,0.7615000009536743,0.7634000182151794,,,
15287,,48,,,,0.814453125,0.8159805536270142,0.8712000250816345
15299,0.00022720098786521703,49,0.00019970655557699502,,,,,
15349,0.00013154120824765414,49,0.0002940964768640697,,,,,
15399,0.000150364896398969,49,0.00019741769938264042,,,,,
15449,0.0005220476887188852,49,0.00017515794024802744,,,,,
15499,0.001097416621632874,49,0.0007087108097039163,,,,,
15549,0.0002952569047920406,49,0.0005548697081394494,,,,,
15599,0.00041870420682244003,49,0.00047308095963671803,,,,,
15599,,49,,0.7617999911308289,0.7649000287055969,,,
15599,,49,,,,0.8146534562110901,0.8173327445983887,0.8754000067710876
15649,0.0002490174083504826,50,0.00026565618463791907,,,,,
15699,0.0008231561514548957,50,0.0008620254811830819,,,,,
15749,0.00042516132816672325,50,0.0003162400971632451,,,,,
15799,0.0005948527832515538,50,0.0006150900153443217,,,,,
15849,0.0011954217916354537,50,0.0010884877992793918,,,,,
15899,0.0016642400296404958,50,0.0013546711998060346,,,,,
15911,,50,,0.7623000144958496,0.7608000040054321,,,
15911,,50,,,,0.8162309527397156,0.8171824812889099,0.8741000294685364
15949,0.00017111224588006735,51,0.00030255381716415286,,,,,
15999,0.0003467754868324846,51,0.00032301575993187726,,,,,
16049,0.0006059741717763245,51,0.0006446014740504324,,,,,
16099,0.0006112928967922926,51,0.00013656934606842697,,,,,
16149,0.0009630234562791884,51,0.001247701933607459,,,,,
16199,0.0005972025683149695,51,0.0002174924302380532,,,,,
16223,,51,,0.7639999985694885,0.7578999996185303,,,
16223,,51,,,,0.8174328804016113,0.8165565133094788,0.8733999729156494
16249,0.00015587921370752156,52,0.0009133974672295153,,,,,
16299,0.00016582819807808846,52,0.0004531593294814229,,,,,
16349,0.00018178012396674603,52,0.00021699373610317707,,,,,
16399,0.0009350870386697352,52,0.0009419355192221701,,,,,
16449,0.00021491387451533228,52,0.00028836261481046677,,,,,
16499,0.0012573676649481058,52,0.0007157520158216357,,,,,
16535,,52,,0.7559000253677368,0.7601000070571899,,,
16535,,52,,,,0.8191105723381042,0.8211387991905212,0.8756999969482422
16549,0.0012552381958812475,53,0.0007297439151443541,,,,,
16599,0.0004032326687593013,53,0.00036383196129463613,,,,,
16649,6.6505373979453e-05,53,0.00015937256102915853,,,,,
16699,0.00013436605513561517,53,0.0003559572796802968,,,,,
16749,0.0005482775159180164,53,0.000472619547508657,,,,,
16799,7.767490751575679e-05,53,0.00042988898348994553,,,,,
16847,,53,,0.7566999793052673,0.7587000131607056,,,
16847,,53,,,,0.8186848759651184,0.8220402598381042,0.8695999979972839
16849,0.0008770039421506226,54,0.0001907376281451434,,,,,
16899,0.0019150220323354006,54,0.0010844701901078224,,,,,
16949,0.00030699220951646566,54,0.0005666028591804206,,,,,
16999,0.0005109150079078972,54,0.0007216897793114185,,,,,
17049,0.0006197629263624549,54,0.0008445580606348813,,,,,
17099,0.00012644595699384809,54,0.0005883967969566584,,,,,
17149,8.995211101137102e-05,54,0.0006133680581115186,,,,,
17159,,54,,0.7651000022888184,0.7660999894142151,,,
17159,,54,,,,0.8190605044364929,0.8233924508094788,0.8794999718666077
17199,0.0008446939173154533,55,0.0007995373453013599,,,,,
17249,0.0010486580431461334,55,0.0009292899048887193,,,,,
17299,0.0005395016632974148,55,0.00041719921864569187,,,,,
17349,0.0013142130337655544,55,0.002138111973181367,,,,,
17399,0.0007798253209330142,55,0.00043859309516847134,,,,,
17449,0.0006755861104466021,55,0.0008069960749708116,,,,,
17471,,55,,0.76419997215271,0.7599999904632568,,,
17471,,55,,,,0.8214643597602844,0.8228415250778198,0.8794999718666077
17499,0.0008234703564085066,56,0.0008043103152886033,,,,,
17549,0.003854702692478895,56,0.003551988396793604,,,,,
17599,0.00038228684570640326,56,0.0004529638681560755,,,,,
