train_loss,step,epoch,val_acc,train_acc,test_acc
-0.4575313925743103,28449,91,,,
-0.4265795350074768,28499,91,,,
-0.44553548097610474,28549,91,,,
-0.44248661398887634,28599,91,,,
-0.43491774797439575,28649,91,,,
-0.4486306309700012,28699,91,,,
,28703,91,0.7760999798774719,,
,28703,91,,0.8293519616127014,0.8909000158309937
-0.43693554401397705,28749,92,,,
-0.4459145665168762,28799,92,,,
-0.43012362718582153,28849,92,,,
-0.4298039674758911,28899,92,,,
-0.4553292393684387,28949,92,,,
-0.4585087299346924,28999,92,,,
,29015,92,0.7732999920845032,,
,29015,92,,0.8295272588729858,0.888700008392334
-0.43898797035217285,29049,93,,,
-0.46463561058044434,29099,93,,,
-0.4026767611503601,29149,93,,,
-0.44262874126434326,29199,93,,,
-0.4338796138763428,29249,93,,,
-0.446527898311615,29299,93,,,
,29327,93,0.7735999822616577,,
,29327,93,,0.8298026919364929,0.8921999931335449
-0.4459042251110077,29349,94,,,
-0.45929259061813354,29399,94,,,
-0.46178627014160156,29449,94,,,
-0.44847172498703003,29499,94,,,
-0.43898454308509827,29549,94,,,
-0.43619197607040405,29599,94,,,
,29639,94,0.7742000222206116,,
,29639,94,,0.8307041525840759,0.8917999863624573
-0.45755672454833984,29649,95,,,
-0.45315930247306824,29699,95,,,
-0.4206669330596924,29749,95,,,
-0.42121511697769165,29799,95,,,
-0.423739492893219,29849,95,,,
-0.4629194140434265,29899,95,,,
-0.4548215866088867,29949,95,,,
,29951,95,0.7763000130653381,,
,29951,95,,0.8307291865348816,0.8914999961853027
-0.4287053644657135,29999,96,,,
-0.4762439727783203,30049,96,,,
-0.44020509719848633,30099,96,,,
-0.46990811824798584,30149,96,,,
-0.4274415969848633,30199,96,,,
-0.4579677879810333,30249,96,,,
,30263,96,0.7745000123977661,,
,30263,96,,0.8312550187110901,0.8920999765396118
-0.48770448565483093,30299,97,,,
-0.4273912310600281,30349,97,,,
-0.41607430577278137,30399,97,,,
-0.4581051170825958,30449,97,,,
-0.41531258821487427,30499,97,,,
-0.432101309299469,30549,97,,,
,30575,97,0.7749999761581421,,
,30575,97,,0.8315304517745972,0.8910999894142151
-0.4479975700378418,30599,98,,,
-0.4240872859954834,30649,98,,,
-0.4781694710254669,30699,98,,,
-0.4572873115539551,30749,98,,,
-0.4453129768371582,30799,98,,,
-0.4370346665382385,30849,98,,,
,30887,98,0.7753000259399414,,
,30887,98,,0.8316556215286255,0.8885999917984009
-0.4689456820487976,30899,99,,,
-0.4258500337600708,30949,99,,,
-0.4638252258300781,30999,99,,,
-0.444765567779541,31049,99,,,
-0.4628034830093384,31099,99,,,
-0.4277191460132599,31149,99,,,
-0.4189739525318146,31199,99,,,
,31199,99,0.7749000191688538,,
,31199,99,,0.8327574133872986,0.8931999802589417
