train_loss2,step,epoch,train_loss1,test_acc,train_acc2,train_acc1
0.013564806431531906,1999,5,0.012661788612604141,,,
0.011208749376237392,2049,5,0.011894375085830688,,,
0.01161334291100502,2099,5,0.011294630356132984,,,
0.009758767671883106,2149,5,0.009193508885800838,,,
0.011069602333009243,2199,5,0.01102394238114357,,,
0.008878843858838081,2249,5,0.008679122664034367,,,
0.011124548502266407,2299,5,0.010706387460231781,,,
,2339,5,,0.6700000166893005,0.4705929458141327,0.4826121926307678
0.009657060727477074,2349,6,0.00912946555763483,,,
0.012614717707037926,2399,6,0.012635624967515469,,,
0.011101500131189823,2449,6,0.010528726503252983,,,
0.008839224465191364,2499,6,0.009173518046736717,,,
0.010341081768274307,2549,6,0.009804078377783298,,,
0.01063934713602066,2599,6,0.010185740888118744,,,
0.009487591683864594,2649,6,0.009313054382801056,,,
0.011426044628024101,2699,6,0.010382567532360554,,,
,2729,6,,0.6987000107765198,0.49036458134651184,0.5031450390815735
0.010252858512103558,2749,7,0.009649406187236309,,,
0.007790965028107166,2799,7,0.007339026778936386,,,
0.009440205059945583,2849,7,0.008525240235030651,,,
0.010614723898470402,2899,7,0.010066621005535126,,,
0.008553968742489815,2949,7,0.008211751468479633,,,
0.009214172139763832,2999,7,0.008074205368757248,,,
0.01054538693279028,3049,7,0.010292978957295418,,,
0.00965728797018528,3099,7,0.009028324857354164,,,
,3119,7,,0.6776000261306763,0.5001803040504456,0.5115384459495544
0.010173165239393711,3149,8,0.01025134976953268,,,
0.008885791525244713,3199,8,0.00877332966774702,,,
0.008220884948968887,3249,8,0.008363485336303711,,,
0.010172105394303799,3299,8,0.009191230870783329,,,
0.006395505741238594,3349,8,0.006307611241936684,,,
0.010295337066054344,3399,8,0.010074985213577747,,,
0.009181317873299122,3449,8,0.009894865565001965,,,
0.008064595982432365,3499,8,0.007758812978863716,,,
,3509,8,,0.696399986743927,0.5116786956787109,0.5200721025466919
0.008953126147389412,3549,9,0.008512916974723339,,,
0.010083390399813652,3599,9,0.010009171441197395,,,
0.008331399410963058,3649,9,0.0072759720496833324,,,
0.009172981604933739,3699,9,0.008981863968074322,,,
0.009629536420106888,3749,9,0.008910502307116985,,,
0.009193450212478638,3799,9,0.008146368898451328,,,
0.006575026083737612,3849,9,0.007179741282016039,,,
0.00862782821059227,3899,9,0.008571446873247623,,,
,3899,9,,0.722000002861023,0.5236778855323792,0.5288060903549194
0.008094565011560917,3949,10,0.008598859421908855,,,
0.008227506652474403,3999,10,0.008652928285300732,,,
0.009384473785758018,4049,10,0.009274139069020748,,,
0.007149898912757635,4099,10,0.006843453273177147,,,
0.0064690294675529,4149,10,0.00702681764960289,,,
0.0073894718661904335,4199,10,0.007276955991983414,,,
0.006288467440754175,4249,10,0.00641608564183116,,,
,4289,10,,0.7559999823570251,0.5347555875778198,0.5401442050933838
0.006031472701579332,4299,11,0.00598006509244442,,,
0.007743868511170149,4349,11,0.006848316174000502,,,
0.007023299112915993,4399,11,0.006508859805762768,,,
0.008204047568142414,4449,11,0.007760768290609121,,,
0.008494413457810879,4499,11,0.00799223780632019,,,
0.008842326700687408,4549,11,0.008339230902493,,,
0.007007260341197252,4599,11,0.00739035801962018,,,
0.006869269534945488,4649,11,0.007638303562998772,,,
,4679,11,,0.7560999989509583,0.5401843190193176,0.5439302921295166
0.007126685231924057,4699,12,0.00722510414198041,,,
0.006050599738955498,4749,12,0.006287537980824709,,,
0.008060247637331486,4799,12,0.007489838171750307,,,
0.008775816299021244,4849,12,0.008250781334936619,,,
0.006866634823381901,4899,12,0.006619103718549013,,,
0.00872585829347372,4949,12,0.008162449114024639,,,
0.005650787148624659,4999,12,0.005617986433207989,,,
0.010877429507672787,5049,12,0.010180770419538021,,,
,5069,12,,0.7390999794006348,0.5475160479545593,0.5502604246139526
0.0059764450415968895,5099,13,0.0059987506829202175,,,
0.009804688394069672,5149,13,0.009386209771037102,,,
0.008801755495369434,5199,13,0.008536890149116516,,,
0.007104378193616867,5249,13,0.006675469223409891,,,
0.007562070619314909,5299,13,0.007648983038961887,,,
0.008073486387729645,5349,13,0.007946418598294258,,,
0.005626947619020939,5399,13,0.005344355944544077,,,
0.0059099942445755005,5449,13,0.00599664356559515,,,
,5459,13,,0.7803999781608582,0.5518429279327393,0.5554487109184265
0.007602083031088114,5499,14,0.006636384408921003,,,
0.0060537829995155334,5549,14,0.00586448609828949,,,
0.010103819891810417,5599,14,0.009777774102985859,,,
0.0053338706493377686,5649,14,0.005425857380032539,,,
0.006287138443440199,5699,14,0.006505897268652916,,,
0.007530470844358206,5749,14,0.007294763345271349,,,
0.008023983798921108,5799,14,0.007593340240418911,,,
0.010843700729310513,5849,14,0.011379553936421871,,,
,5849,14,,0.777899980545044,0.5569911599159241,0.5611979365348816
0.00628570606932044,5899,15,0.006049494259059429,,,
0.009106543846428394,5949,15,0.008467390201985836,,,
0.007843812927603722,5999,15,0.008443177677690983,,,
0.008125733584165573,6049,15,0.00789723452180624,,,
0.007660381030291319,6099,15,0.007986810989677906,,,
0.008514267392456532,6149,15,0.008501678705215454,,,
0.007125997915863991,6199,15,0.007048663217574358,,,
,6239,15,,0.7633000016212463,0.5619591474533081,0.5647435784339905
0.006682814564555883,6249,16,0.006241932511329651,,,
0.005155807826668024,6299,16,0.004817679990082979,,,
0.010126396082341671,6349,16,0.010478489100933075,,,
0.006795177701860666,6399,16,0.006921994965523481,,,
0.009566999040544033,6449,16,0.010370990261435509,,,
0.005829078610986471,6499,16,0.0057573760859668255,,,
0.007433909457176924,6549,16,0.00717804254963994,,,
0.007102019153535366,6599,16,0.007109643425792456,,,
,6629,16,,0.7846999764442444,0.5669671297073364,0.5691305994987488
0.005846763029694557,6649,17,0.005276243668049574,,,
0.006693179719150066,6699,17,0.006429948844015598,,,
0.0048713041469454765,6749,17,0.004517690744251013,,,
0.00834086537361145,6799,17,0.007306728512048721,,,
0.007515396922826767,6849,17,0.007908621802926064,,,
0.006406443193554878,6899,17,0.0060273101553320885,,,
0.007975613698363304,6949,17,0.008616846054792404,,,
0.007705073803663254,6999,17,0.00696597620844841,,,
,7019,17,,0.7813000082969666,0.5700520873069763,0.5729166865348816
0.004800297785550356,7049,18,0.004906439688056707,,,
0.004951320588588715,7099,18,0.004918546881526709,,,
0.005521885119378567,7149,18,0.0061432900838553905,,,
0.009640008211135864,7199,18,0.009226622991263866,,,
0.006716646254062653,7249,18,0.0063918218947947025,,,
0.007413255516439676,7299,18,0.007661764044314623,,,
0.0059331804513931274,7349,18,0.005934125278145075,,,
0.0053161075338721275,7399,18,0.005741460714489222,,,
,7409,18,,0.7799000144004822,0.5739182829856873,0.5752403736114502
0.006563742179423571,7449,19,0.006138209719210863,,,
0.0075029912404716015,7499,19,0.007761992514133453,,,
0.007064370438456535,7549,19,0.0071273683570325375,,,
0.005619770847260952,7599,19,0.005581761244684458,,,
0.006180954165756702,7649,19,0.006648344919085503,,,
0.007144654169678688,7699,19,0.006910004653036594,,,
0.006917367689311504,7749,19,0.006409616209566593,,,
0.007994599640369415,7799,19,0.007644745521247387,,,
,7799,19,,0.7986999750137329,0.5775039792060852,0.5814703702926636
0.07555603981018066,7849,20,0.07455581426620483,,,
0.09010259062051773,7899,20,0.0911252424120903,,,
0.09581711143255234,7949,20,0.1041748896241188,,,
0.08000676333904266,7999,20,0.07890792936086655,,,
0.12783505022525787,8049,20,0.12122593075037003,,,
0.0687674805521965,8099,20,0.06958553940057755,,,
0.09023434668779373,8149,20,0.09555293619632721,,,
,8189,20,,0.6758000254631042,0.48639824986457825,0.48118990659713745
0.09287279844284058,8199,21,0.09456846863031387,,,
0.0875651091337204,8249,21,0.08401276171207428,,,
0.10554740577936172,8299,21,0.10697390139102936,,,
0.10395403206348419,8349,21,0.10595127195119858,,,
0.09210856258869171,8399,21,0.08929993212223053,,,
0.07831595093011856,8449,21,0.06967230886220932,,,
0.10142388939857483,8499,21,0.09713096916675568,,,
0.10530437529087067,8549,21,0.10640311241149902,,,
,8579,21,,0.704200029373169,0.5260416865348816,0.5240585207939148
0.12554965913295746,8599,22,0.11757073551416397,,,
0.10143877565860748,8649,22,0.11196016520261765,,,
0.12378033995628357,8699,22,0.13440263271331787,,,
0.08234398066997528,8749,22,0.08603686094284058,,,
0.11771680414676666,8799,22,0.10979540646076202,,,
0.13468778133392334,8849,22,0.138375386595726,,,
0.11030735075473785,8899,22,0.10710638761520386,,,
0.11427219212055206,8949,22,0.10775008797645569,,,
,8969,22,,0.7389000058174133,0.5329927802085876,0.532151460647583
0.1370277851819992,8999,23,0.1458280235528946,,,
0.10593370348215103,9049,23,0.11012482643127441,,,
0.11458107084035873,9099,23,0.12376327812671661,,,
0.11027095466852188,9149,23,0.11225797981023788,,,
0.12603946030139923,9199,23,0.11954315751791,,,
0.277812659740448,9249,23,0.23941586911678314,,,
0.11121942102909088,9299,23,0.10701212286949158,,,
0.11044719070196152,9349,23,0.1009671539068222,,,
,9359,23,,0.7626000046730042,0.5404847860336304,0.5407852530479431
0.08191748708486557,9399,24,0.09561679512262344,,,
0.1308259218931198,9449,24,0.13408121466636658,,,
0.09769808501005173,9499,24,0.10516845434904099,,,
0.16316446661949158,9549,24,0.16714206337928772,,,
0.10315904766321182,9599,24,0.10707195103168488,,,
0.10167322307825089,9649,24,0.11377741396427155,,,
0.1023360937833786,9699,24,0.1005643680691719,,,
0.10337517410516739,9749,24,0.10865788906812668,,,
,9749,24,,0.7425000071525574,0.5475761294364929,0.5463742017745972
0.08547281473875046,9799,25,0.0857204794883728,,,
0.14098569750785828,9849,25,0.14168818295001984,,,
0.13004541397094727,9899,25,0.1386018693447113,,,
0.11364426463842392,9949,25,0.10955140739679337,,,
0.09257082641124725,9999,25,0.08873509615659714,,,
0.08253851532936096,10049,25,0.08324920386075974,,,
0.15489910542964935,10099,25,0.1492975503206253,,,
,10139,25,,0.7540000081062317,0.5521835088729858,0.55078125
0.11058507859706879,10149,26,0.1115444079041481,,,
0.12216359376907349,10199,26,0.11880780756473541,,,
0.10416976362466812,10249,26,0.10567440837621689,,,
0.11493688076734543,10299,26,0.1095941960811615,,,
0.15910908579826355,10349,26,0.14253219962120056,,,
0.09663482755422592,10399,26,0.09406158328056335,,,
0.12204068154096603,10449,26,0.12017175555229187,,,
0.08888312429189682,10499,26,0.09308618307113647,,,
,10529,26,,0.7825999855995178,0.555268406867981,0.5547475814819336
0.10483694076538086,10549,27,0.09189195930957794,,,
0.11034268140792847,10599,27,0.10420145839452744,,,
0.13865527510643005,10649,27,0.13920964300632477,,,
0.12777197360992432,10699,27,0.13284137845039368,,,
0.12746989727020264,10749,27,0.1296628713607788,,,
0.1166403666138649,10799,27,0.1266758143901825,,,
0.07407448440790176,10849,27,0.07650008052587509,,,
0.12566782534122467,10899,27,0.12649936974048615,,,
,10919,27,,0.7484999895095825,0.5558293461799622,0.5520833134651184
0.10409680008888245,10949,28,0.09139920771121979,,,
0.10360711067914963,10999,28,0.10383035987615585,,,
0.23785991966724396,11049,28,0.22178864479064941,,,
0.10641805827617645,11099,28,0.10234327614307404,,,
0.12751077115535736,11149,28,0.1292770802974701,,,
0.13379578292369843,11199,28,0.13697490096092224,,,
0.10381193459033966,11249,28,0.09989088773727417,,,
0.11293161660432816,11299,28,0.11225094646215439,,,
,11309,28,,0.7828999757766724,0.5605769157409668,0.5600360631942749
0.09849667549133301,11349,29,0.10426290333271027,,,
0.15672338008880615,11399,29,0.15256920456886292,,,
0.10875723510980606,11449,29,0.1103951558470726,,,
0.11994138360023499,11499,29,0.11963801831007004,,,
0.16301065683364868,11549,29,0.16315887868404388,,,
0.13966520130634308,11599,29,0.145222470164299,,,
0.20070448517799377,11649,29,0.22471697628498077,,,
0.17939332127571106,11699,29,0.16891959309577942,,,
,11699,29,,0.73580002784729,0.5636017918586731,0.5631009340286255
0.10891624540090561,11749,30,0.11002735048532486,,,
0.11515377461910248,11799,30,0.11357472091913223,,,
0.1115940660238266,11849,30,0.11613570153713226,,,
0.1389692723751068,11899,30,0.1333407610654831,,,
0.2235911637544632,11949,30,0.21079227328300476,,,
0.14011603593826294,11999,30,0.14593632519245148,,,
0.09322945773601532,12049,30,0.096513532102108,,,
,12089,30,,0.8008999824523926,0.5648036599159241,0.5652644038200378
0.13046279549598694,12099,31,0.1324511170387268,,,
0.17991602420806885,12149,31,0.17855225503444672,,,
0.10748591274023056,12199,31,0.10382683575153351,,,
0.16680948436260223,12249,31,0.17002815008163452,,,
0.16832391917705536,12299,31,0.17876604199409485,,,
0.16418732702732086,12349,31,0.14936408400535583,,,
0.11702530831098557,12399,31,0.12277812510728836,,,
0.11951649188995361,12449,31,0.12264210730791092,,,
,12479,31,,0.7954999804496765,0.5685697197914124,0.5661658644676208
0.16660404205322266,12499,32,0.16169355809688568,,,
0.2270926982164383,12549,32,0.20393608510494232,,,
0.09322948008775711,12599,32,0.09602450579404831,,,
0.18250226974487305,12649,32,0.19458699226379395,,,
0.1820499300956726,12699,32,0.17643141746520996,,,
0.12278906255960464,12749,32,0.12978367507457733,,,
0.12191662937402725,12799,32,0.12719614803791046,,,
0.14856590330600739,12849,32,0.1609354019165039,,,
,12869,32,,0.7554000020027161,0.5723357200622559,0.5677483677864075
0.14090290665626526,12899,33,0.1388484686613083,,,
0.12667879462242126,12949,33,0.12357448041439056,,,
0.16362357139587402,12999,33,0.15676160156726837,,,
0.17218387126922607,13049,33,0.17101076245307922,,,
0.17183047533035278,13099,33,0.16973374783992767,,,
0.1361759454011917,13149,33,0.13358819484710693,,,
0.13498641550540924,13199,33,0.13106009364128113,,,
0.12552088499069214,13249,33,0.12234016507863998,,,
,13259,33,,0.8061000108718872,0.5722355842590332,0.5707532167434692
0.16520512104034424,13299,34,0.14391356706619263,,,
0.0998058021068573,13349,34,0.09733034670352936,,,
0.21671214699745178,13399,34,0.21253328025341034,,,
0.15203100442886353,13449,34,0.1463238149881363,,,
0.2138809859752655,13499,34,0.2390661984682083,,,
0.1349392533302307,13549,34,0.14159590005874634,,,
0.19634471833705902,13599,34,0.20621047914028168,,,
0.17714613676071167,13649,34,0.17559480667114258,,,
,13649,34,,0.7874000072479248,0.5746995210647583,0.5754607319831848
0.11674082279205322,13699,35,0.11563638597726822,,,
0.1589687168598175,13749,35,0.16148701310157776,,,
0.16928909718990326,13799,35,0.17290227115154266,,,
0.22474156320095062,13849,35,0.2089526653289795,,,
0.23453876376152039,13899,35,0.23780564963817596,,,
0.18219786882400513,13949,35,0.17213265597820282,,,
0.11541279405355453,13999,35,0.12781038880348206,,,
,14039,35,,0.8036999702453613,0.573477566242218,0.5729166865348816
0.1630384474992752,14049,36,0.1829257309436798,,,
0.1997937560081482,14099,36,0.18887634575366974,,,
0.16926982998847961,14149,36,0.1763184368610382,,,
0.13555940985679626,14199,36,0.13671691715717316,,,
0.14155280590057373,14249,36,0.1437940150499344,,,
0.12336403876543045,14299,36,0.1232762336730957,,,
0.15894770622253418,14349,36,0.14782483875751495,,,
0.12449020892381668,14399,36,0.12114974856376648,,,
,14429,36,,0.8009999990463257,0.5758814215660095,0.575861394405365
0.11911627650260925,14449,37,0.12442120909690857,,,
0.10942762345075607,14499,37,0.10661149024963379,,,
0.25432419776916504,14549,37,0.26512542366981506,,,
0.17463529109954834,14599,37,0.17184725403785706,,,
0.13583144545555115,14649,37,0.11473514139652252,,,
0.09860116243362427,14699,37,0.10189588367938995,,,
0.13261297345161438,14749,37,0.1343553066253662,,,
0.14920873939990997,14799,37,0.14003720879554749,,,
,14819,37,,0.7978000044822693,0.5793870091438293,0.5786257982254028
0.22224894165992737,14849,38,0.18220651149749756,,,
0.12674298882484436,14899,38,0.1255420744419098,,,
0.1022563949227333,14949,38,0.10188227891921997,,,
0.1544511616230011,14999,38,0.17665252089500427,,,
0.131136953830719,15049,38,0.13472053408622742,,,
0.13184469938278198,15099,38,0.1362023651599884,,,
0.18224424123764038,15149,38,0.17231452465057373,,,
0.22837181389331818,15199,38,0.2378869652748108,,,
,15209,38,,0.8008000254631042,0.5808092951774597,0.5789262652397156
0.13207119703292847,15249,39,0.12926709651947021,,,
0.23939450085163116,15299,39,0.22548000514507294,,,
0.1505623757839203,15349,39,0.1564924120903015,,,
0.1431611329317093,15399,39,0.14083273708820343,,,
0.12315332144498825,15449,39,0.12948977947235107,,,
0.2119705229997635,15499,39,0.23198767006397247,,,
0.16816899180412292,15549,39,0.16110733151435852,,,
0.15581940114498138,15599,39,0.13688665628433228,,,
,15599,39,,0.8068000078201294,0.578866183757782,0.5818910002708435
0.1949014961719513,15649,40,0.19280044734477997,,,
0.17067788541316986,15699,40,0.16937944293022156,,,
0.10509460419416428,15749,40,0.12175823748111725,,,
0.15946240723133087,15799,40,0.14862792193889618,,,
0.13295871019363403,15849,40,0.13730812072753906,,,
0.12720458209514618,15899,40,0.13277104496955872,,,
0.1841202676296234,15949,40,0.1746409684419632,,,
,15989,40,,0.7791000008583069,0.5825320482254028,0.582932710647583
0.12735745310783386,15999,41,0.12920528650283813,,,
0.11527740210294724,16049,41,0.12296269834041595,,,
0.1397181749343872,16099,41,0.14027385413646698,,,
0.20000191032886505,16149,41,0.18033431470394135,,,
0.1466621607542038,16199,41,0.15764924883842468,,,
0.16644451022148132,16249,41,0.17907121777534485,,,
0.16592666506767273,16299,41,0.1677110195159912,,,
0.18203258514404297,16349,41,0.1736522763967514,,,
,16379,41,,0.7997999787330627,0.582772433757782,0.5833733677864075
0.13890081644058228,16399,42,0.1422208845615387,,,
0.1446811705827713,16449,42,0.14622442424297333,,,
0.17047005891799927,16499,42,0.18245093524456024,,,
0.17482060194015503,16549,42,0.18681900203227997,,,
0.11918646842241287,16599,42,0.12250207364559174,,,
0.13927605748176575,16649,42,0.13772974908351898,,,
0.15491151809692383,16699,42,0.16366837918758392,,,
0.17114678025245667,16749,42,0.17271298170089722,,,
,16769,42,,0.7940000295639038,0.5842748284339905,0.5862980484962463
0.12452351301908493,16799,43,0.12809166312217712,,,
0.13490594923496246,16849,43,0.12775622308254242,,,
0.17140255868434906,16899,43,0.1718171089887619,,,
0.19908666610717773,16949,43,0.20511549711227417,,,
0.13432183861732483,16999,43,0.13975803554058075,,,
0.13415153324604034,17049,43,0.1387355923652649,,,
0.15388908982276917,17099,43,0.1553886979818344,,,
0.16028539836406708,17149,43,0.14123283326625824,,,
,17159,43,,0.7839000225067139,0.5881209969520569,0.587459921836853
0.09289178997278214,17199,44,0.09755461663007736,,,
0.24357351660728455,17249,44,0.2533806562423706,,,
0.118719182908535,17299,44,0.11997534334659576,,,
0.24506855010986328,17349,44,0.2772088944911957,,,
0.11784753203392029,17399,44,0.1315966248512268,,,
0.11885298788547516,17449,44,0.11241017282009125,,,
0.1948501467704773,17499,44,0.1970158815383911,,,
0.1419268697500229,17549,44,0.13651937246322632,,,
,17549,44,,0.8011999726295471,0.5886017680168152,0.5884414911270142
0.19421541690826416,17599,45,0.18146710097789764,,,
0.12619014084339142,17649,45,0.1300019919872284,,,
0.21567901968955994,17699,45,0.2506503760814667,,,
0.15289446711540222,17749,45,0.15067730844020844,,,
0.14904120564460754,17799,45,0.1449921876192093,,,
0.13269619643688202,17849,45,0.13619109988212585,,,
0.13805346190929413,17899,45,0.13539159297943115,,,
,17939,45,,0.7997999787330627,0.5912259817123413,0.5890024304389954
0.12735022604465485,17949,46,0.1267237812280655,,,
0.12479327619075775,17999,46,0.12443752586841583,,,
0.17597012221813202,18049,46,0.1666983664035797,,,
0.1132359728217125,18099,46,0.11207877844572067,,,
0.18812088668346405,18149,46,0.18823684751987457,,,
0.16637760400772095,18199,46,0.17401546239852905,,,
0.1830490082502365,18249,46,0.18949855864048004,,,
0.17300371825695038,18299,46,0.16882549226284027,,,
,18329,46,,0.8180999755859375,0.5915464758872986,0.5922876596450806
0.11137812584638596,18349,47,0.11334231495857239,,,
0.2156258076429367,18399,47,0.19802656769752502,,,
0.1567162424325943,18449,47,0.1718997061252594,,,
0.1541527360677719,18499,47,0.15379808843135834,,,
0.1542309820652008,18549,47,0.14775192737579346,,,
0.29581448435783386,18599,47,0.2828870713710785,,,
0.21236923336982727,18649,47,0.20200128853321075,,,
0.18278680741786957,18699,47,0.1581459641456604,,,
,18719,47,,0.7825000286102295,0.5923477411270142,0.5917267799377441
0.1482401192188263,18749,48,0.15765929222106934,,,
0.20427857339382172,18799,48,0.20766644179821014,,,
0.1560741364955902,18849,48,0.1619664579629898,,,
0.12883655726909637,18899,48,0.12524378299713135,,,
0.11026426404714584,18949,48,0.10906349867582321,,,
0.11853683739900589,18999,48,0.11899636685848236,,,
0.15199795365333557,19049,48,0.15570800006389618,,,
0.09488844126462936,19099,48,0.10127954930067062,,,
,19109,48,,0.8167999982833862,0.5945712924003601,0.5910456776618958
0.156209796667099,19149,49,0.18322359025478363,,,
0.1616968959569931,19199,49,0.15957017242908478,,,
0.10745956003665924,19249,49,0.10085894912481308,,,
0.12480606138706207,19299,49,0.12188706547021866,,,
0.18712380528450012,19349,49,0.19841665029525757,,,
0.11796736717224121,19399,49,0.11887501180171967,,,
0.24277888238430023,19449,49,0.24665549397468567,,,
0.13768872618675232,19499,49,0.14772407710552216,,,
,19499,49,,0.7936999797821045,0.5930889248847961,0.5942708253860474
0.14754408597946167,19549,50,0.15533146262168884,,,
0.16031111776828766,19599,50,0.15700872242450714,,,
0.161442369222641,19649,50,0.17993825674057007,,,
0.21035568416118622,19699,50,0.1918693631887436,,,
0.11226557195186615,19749,50,0.11571422964334488,,,
0.13989873230457306,19799,50,0.1378822922706604,,,
0.19433465600013733,19849,50,0.1754954755306244,,,
,19889,50,,0.7949000000953674,0.5940304398536682,0.5930288434028625
0.19884656369686127,19899,51,0.1669015884399414,,,
0.1404511034488678,19949,51,0.13283337652683258,,,
0.17035114765167236,19999,51,0.16561992466449738,,,
0.19047991931438446,20049,51,0.163418710231781,,,
0.16023075580596924,20099,51,0.17686998844146729,,,
0.11794614791870117,20149,51,0.12929415702819824,,,
0.19135549664497375,20199,51,0.20644177496433258,,,
0.16039949655532837,20249,51,0.16952161490917206,,,
,20279,51,,0.7914999723434448,0.5972155332565308,0.5972155332565308
0.15531961619853973,20299,52,0.16174918413162231,,,
0.1207621693611145,20349,52,0.13669399917125702,,,
0.14359746873378754,20399,52,0.1459028124809265,,,
0.17502622306346893,20449,52,0.1722804605960846,,,
0.16932502388954163,20499,52,0.1646556854248047,,,
0.12435474246740341,20549,52,0.12990570068359375,,,
0.15680739283561707,20599,52,0.14968009293079376,,,
0.21977843344211578,20649,52,0.22910001873970032,,,
,20669,52,,0.807699978351593,0.5989783406257629,0.5992588400840759
0.1023608073592186,20699,53,0.10063524544239044,,,
0.12910641729831696,20749,53,0.12065006047487259,,,
0.18689149618148804,20799,53,0.1792151778936386,,,
0.12904757261276245,20849,53,0.13014854490756989,,,
0.16933876276016235,20899,53,0.17240065336227417,,,
0.1704024374485016,20949,53,0.16243137419223785,,,
0.1838322877883911,20999,53,0.18002311885356903,,,
0.1775026172399521,21049,53,0.16551809012889862,,,
,21059,53,,0.8130999803543091,0.6006810665130615,0.5990585088729858
0.11149313300848007,21099,54,0.11874430626630783,,,
0.22548063099384308,21149,54,0.24161826074123383,,,
0.1587720364332199,21199,54,0.15491174161434174,,,
0.133768692612648,21249,54,0.1307016909122467,,,
0.15332737565040588,21299,54,0.16111384332180023,,,
0.1806802749633789,21349,54,0.19808000326156616,,,
0.15361811220645905,21399,54,0.17452141642570496,,,
0.17260387539863586,21449,54,0.16853493452072144,,,
,21449,54,,0.809499979019165,0.6029647588729858,0.6004807949066162
0.13511309027671814,21499,55,0.14075393974781036,,,
0.17243078351020813,21549,55,0.18016213178634644,,,
0.1524844616651535,21599,55,0.14921890199184418,,,
0.1252007782459259,21649,55,0.1292271763086319,,,
0.12086091935634613,21699,55,0.13070398569107056,,,
0.15621022880077362,21749,55,0.1642851084470749,,,
0.21274477243423462,21799,55,0.24377772212028503,,,
,21839,55,,0.8027999997138977,0.6008813977241516,0.6016426086425781
0.1377032846212387,21849,56,0.1341976523399353,,,
0.12243498861789703,21899,56,0.11214040219783783,,,
0.149373397231102,21949,56,0.14280635118484497,,,
0.15822502970695496,21999,56,0.15371528267860413,,,
0.17824825644493103,22049,56,0.17175590991973877,,,
0.2818225920200348,22099,56,0.2953714430332184,,,
0.1727413535118103,22149,56,0.17117701470851898,,,
0.17672491073608398,22199,56,0.1853063404560089,,,
,22229,56,,0.8145999908447266,0.6022436022758484,0.6021835207939148
0.15491794049739838,22249,57,0.13995563983917236,,,
0.18227213621139526,22299,57,0.18613889813423157,,,
0.1293000727891922,22349,57,0.1288507729768753,,,
0.19297441840171814,22399,57,0.176415354013443,,,
0.10613417625427246,22449,57,0.10401161760091782,,,
0.1409219652414322,22499,57,0.13955485820770264,,,
0.20308370888233185,22549,57,0.1893652379512787,,,
0.11830724775791168,22599,57,0.11586003750562668,,,
,22619,57,,0.8025000095367432,0.6024439334869385,0.6044871807098389
0.12539821863174438,22649,58,0.12982811033725739,,,
0.1474708765745163,22699,58,0.1479421854019165,,,
0.17751294374465942,22749,58,0.19300337135791779,,,
0.24907828867435455,22799,58,0.23157304525375366,,,
0.17127126455307007,22849,58,0.15849323570728302,,,
0.20008955895900726,22899,58,0.2176292985677719,,,
0.16974207758903503,22949,58,0.16090834140777588,,,
0.14173929393291473,22999,58,0.1291947066783905,,,
,23009,58,,0.8125,0.6040865182876587,0.6053686141967773
