epoch,train_loss,step,val_acc,test_acc,train_acc
92,-0.3453027904033661,28849,,,
92,-0.30138087272644043,28899,,,
92,-0.3348838686943054,28949,,,
92,-0.3196653127670288,28999,,,
92,,29015,0.5751000046730042,,
92,,29015,,0.8306999802589417,0.6484124660491943
93,-0.3147229850292206,29049,,,
93,-0.32690584659576416,29099,,,
93,-0.34605586528778076,29149,,,
93,-0.3350042998790741,29199,,,
93,-0.32932010293006897,29249,,,
93,-0.3439801037311554,29299,,,
93,,29327,0.5741999745368958,,
93,,29327,,0.828499972820282,0.6479867696762085
94,-0.36710959672927856,29349,,,
94,-0.350375771522522,29399,,,
94,-0.3101933002471924,29449,,,
94,-0.364658385515213,29499,,,
94,-0.2977115511894226,29549,,,
94,-0.3347821831703186,29599,,,
94,,29639,0.574400007724762,,
94,,29639,,0.8274999856948853,0.6478365659713745
95,-0.36914223432540894,29649,,,
95,-0.28573545813560486,29699,,,
95,-0.35010403394699097,29749,,,
95,-0.2594580352306366,29799,,,
95,-0.30515825748443604,29849,,,
95,-0.3015522360801697,29899,,,
95,-0.3322075605392456,29949,,,
95,,29951,0.574400007724762,,
95,,29951,,0.8252000212669373,0.6495643258094788
96,-0.2987450957298279,29999,,,
96,-0.31869202852249146,30049,,,
96,-0.30551135540008545,30099,,,
96,-0.36416301131248474,30149,,,
96,-0.32285141944885254,30199,,,
96,-0.3263213634490967,30249,,,
96,,30263,0.5738000273704529,,
96,,30263,,0.8199999928474426,0.6490635275840759
97,-0.31384989619255066,30299,,,
97,-0.3116738498210907,30349,,,
97,-0.3056761622428894,30399,,,
97,-0.362822562456131,30449,,,
97,-0.3294558823108673,30499,,,
97,-0.34807121753692627,30549,,,
97,,30575,0.5728999972343445,,
97,,30575,,0.8274000287055969,0.6476362347602844
98,-0.3039969205856323,30599,,,
98,-0.35238710045814514,30649,,,
98,-0.3599022328853607,30699,,,
98,-0.341805100440979,30749,,,
98,-0.3317403793334961,30799,,,
98,-0.34819209575653076,30849,,,
98,,30887,0.5730000138282776,,
98,,30887,,0.8274999856948853,0.6491886973381042
99,-0.3276370167732239,30899,,,
99,-0.3399397134780884,30949,,,
99,-0.35675427317619324,30999,,,
99,-0.34957975149154663,31049,,,
99,-0.29675760865211487,31099,,,
99,-0.2538082003593445,31149,,,
99,-0.3378618657588959,31199,,,
99,,31199,0.572700023651123,,
99,,31199,,0.8276000022888184,0.6498898267745972
