epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc,mix_match_loss
78,,36499,,,,,nan
78,,36549,,,,,nan
78,,36599,,,,,nan
78,,36649,,,,,nan
78,,36699,,,,,nan
78,,36749,,,,,nan
78,,36799,,,,,nan
78,,36849,,,,,nan
78,,36899,,,,,nan
78,,36949,,,,,nan
78,,36989,nan,0.10790000110864639,,,
78,,36989,,,,0.1002769023180008,
79,,36999,,,,,nan
79,,37049,,,,,nan
79,,37099,,,,,nan
79,,37149,,,,,nan
79,,37199,,,,,nan
79,,37249,,,,,nan
79,,37299,,,,,nan
79,,37349,,,,,nan
79,,37399,,,,,nan
79,,37449,,,,,nan
79,,37499,,,,,nan
79,,37547,nan,0.10790000110864639,,,
79,,37547,,,,0.1002769023180008,
80,,37549,,,,,nan
80,,37599,,,,,nan
80,,37649,,,,,nan
80,,37699,,,,,nan
80,,37749,,,,,nan
80,,37799,,,,,nan
80,,37849,,,,,nan
80,,37899,,,,,nan
80,,37949,,,,,nan
80,,37999,,,,,nan
80,,38049,,,,,nan
80,,38099,,,,,nan
80,,38105,nan,0.10790000110864639,,,
80,,38105,,,,0.1002769023180008,
81,,38149,,,,,nan
81,,38199,,,,,nan
81,,38249,,,,,nan
81,,38299,,,,,nan
81,,38349,,,,,nan
81,,38399,,,,,nan
81,,38449,,,,,nan
81,,38499,,,,,nan
81,,38549,,,,,nan
81,,38599,,,,,nan
81,,38649,,,,,nan
81,,38663,nan,0.10790000110864639,,,
81,,38663,,,,0.1002769023180008,
82,,38699,,,,,nan
82,,38749,,,,,nan
82,,38799,,,,,nan
82,,38849,,,,,nan
82,,38899,,,,,nan
82,,38949,,,,,nan
82,,38999,,,,,nan
82,,39049,,,,,nan
82,,39099,,,,,nan
82,,39149,,,,,nan
82,,39199,,,,,nan
82,,39221,nan,0.10790000110864639,,,
82,,39221,,,,0.1002769023180008,
83,,39249,,,,,nan
83,,39299,,,,,nan
83,,39349,,,,,nan
83,,39399,,,,,nan
83,,39449,,,,,nan
83,,39499,,,,,nan
83,,39549,,,,,nan
83,,39599,,,,,nan
83,,39649,,,,,nan
83,,39699,,,,,nan
83,,39749,,,,,nan
83,,39779,nan,0.10790000110864639,,,
83,,39779,,,,0.1002769023180008,
84,,39799,,,,,nan
84,,39849,,,,,nan
84,,39899,,,,,nan
84,,39949,,,,,nan
84,,39999,,,,,nan
84,,40049,,,,,nan
84,,40099,,,,,nan
84,,40149,,,,,nan
84,,40199,,,,,nan
84,,40249,,,,,nan
84,,40299,,,,,nan
84,,40337,nan,0.10790000110864639,,,
84,,40337,,,,0.1002769023180008,
85,,40349,,,,,nan
85,,40399,,,,,nan
85,,40449,,,,,nan
85,,40499,,,,,nan
85,,40549,,,,,nan
85,,40599,,,,,nan
85,,40649,,,,,nan
85,,40699,,,,,nan
85,,40749,,,,,nan
85,,40799,,,,,nan
85,,40849,,,,,nan
85,,40895,nan,0.10790000110864639,,,
85,,40895,,,,0.1002769023180008,
86,,40899,,,,,nan
86,,40949,,,,,nan
86,,40999,,,,,nan
86,,41049,,,,,nan
86,,41099,,,,,nan
86,,41149,,,,,nan
86,,41199,,,,,nan
86,,41249,,,,,nan
86,,41299,,,,,nan
86,,41349,,,,,nan
86,,41399,,,,,nan
86,,41449,,,,,nan
86,,41453,nan,0.10790000110864639,,,
86,,41453,,,,0.1002769023180008,
87,,41499,,,,,nan
87,,41549,,,,,nan
87,,41599,,,,,nan
87,,41649,,,,,nan
87,,41699,,,,,nan
87,,41749,,,,,nan
87,,41799,,,,,nan
87,,41849,,,,,nan
87,,41899,,,,,nan
87,,41949,,,,,nan
87,,41999,,,,,nan
87,,42011,nan,0.10790000110864639,,,
87,,42011,,,,0.1002769023180008,
88,,42049,,,,,nan
88,,42099,,,,,nan
88,,42149,,,,,nan
88,,42199,,,,,nan
88,,42249,,,,,nan
88,,42299,,,,,nan
88,,42349,,,,,nan
88,,42399,,,,,nan
88,,42449,,,,,nan
88,,42499,,,,,nan
88,,42549,,,,,nan
88,,42569,nan,0.10790000110864639,,,
88,,42569,,,,0.1002769023180008,
89,,42599,,,,,nan
89,,42649,,,,,nan
89,,42699,,,,,nan
89,,42749,,,,,nan
89,,42799,,,,,nan
89,,42849,,,,,nan
89,,42899,,,,,nan
89,,42949,,,,,nan
89,,42999,,,,,nan
89,,43049,,,,,nan
89,,43099,,,,,nan
89,,43127,nan,0.10790000110864639,,,
89,,43127,,,,0.1002769023180008,
90,,43149,,,,,nan
90,,43199,,,,,nan
90,,43249,,,,,nan
90,,43299,,,,,nan
90,,43349,,,,,nan
90,,43399,,,,,nan
90,,43449,,,,,nan
90,,43499,,,,,nan
90,,43549,,,,,nan
90,,43599,,,,,nan
90,,43649,,,,,nan
90,,43685,nan,0.10790000110864639,,,
90,,43685,,,,0.1002769023180008,
91,,43699,,,,,nan
91,,43749,,,,,nan
91,,43799,,,,,nan
91,,43849,,,,,nan
91,,43899,,,,,nan
91,,43949,,,,,nan
91,,43999,,,,,nan
91,,44049,,,,,nan
91,,44099,,,,,nan
91,,44149,,,,,nan
91,,44199,,,,,nan
91,,44243,nan,0.10790000110864639,,,
91,,44243,,,,0.1002769023180008,
92,,44249,,,,,nan
92,,44299,,,,,nan
92,,44349,,,,,nan
92,,44399,,,,,nan
92,,44449,,,,,nan
92,,44499,,,,,nan
92,,44549,,,,,nan
92,,44599,,,,,nan
92,,44649,,,,,nan
92,,44699,,,,,nan
92,,44749,,,,,nan
92,,44799,,,,,nan
92,,44801,nan,0.10790000110864639,,,
92,,44801,,,,0.1002769023180008,
93,,44849,,,,,nan
93,,44899,,,,,nan
93,,44949,,,,,nan
93,,44999,,,,,nan
93,,45049,,,,,nan
93,,45099,,,,,nan
93,,45149,,,,,nan
93,,45199,,,,,nan
93,,45249,,,,,nan
93,,45299,,,,,nan
93,,45349,,,,,nan
93,,45359,nan,0.10790000110864639,,,
93,,45359,,,,0.1002769023180008,
94,,45399,,,,,nan
94,,45449,,,,,nan
94,,45499,,,,,nan
94,,45549,,,,,nan
94,,45599,,,,,nan
94,,45649,,,,,nan
94,,45699,,,,,nan
94,,45749,,,,,nan
94,,45799,,,,,nan
94,,45849,,,,,nan
94,,45899,,,,,nan
94,,45917,nan,0.10790000110864639,,,
94,,45917,,,,0.1002769023180008,
95,,45949,,,,,nan
95,,45999,,,,,nan
95,,46049,,,,,nan
95,,46099,,,,,nan
95,,46149,,,,,nan
95,,46199,,,,,nan
95,,46249,,,,,nan
95,,46299,,,,,nan
95,,46349,,,,,nan
95,,46399,,,,,nan
95,,46449,,,,,nan
95,,46475,nan,0.10790000110864639,,,
95,,46475,,,,0.1002769023180008,
96,,46499,,,,,nan
96,,46549,,,,,nan
96,,46599,,,,,nan
96,,46649,,,,,nan
96,,46699,,,,,nan
96,,46749,,,,,nan
96,,46799,,,,,nan
96,,46849,,,,,nan
96,,46899,,,,,nan
96,,46949,,,,,nan
96,,46999,,,,,nan
96,,47033,nan,0.10790000110864639,,,
96,,47033,,,,0.1002769023180008,
97,,47049,,,,,nan
97,,47099,,,,,nan
97,,47149,,,,,nan
97,,47199,,,,,nan
97,,47249,,,,,nan
97,,47299,,,,,nan
97,,47349,,,,,nan
97,,47399,,,,,nan
97,,47449,,,,,nan
97,,47499,,,,,nan
97,,47549,,,,,nan
97,,47591,nan,0.10790000110864639,,,
97,,47591,,,,0.1002769023180008,
98,,47599,,,,,nan
98,,47649,,,,,nan
98,,47699,,,,,nan
98,,47749,,,,,nan
98,,47799,,,,,nan
98,,47849,,,,,nan
98,,47899,,,,,nan
98,,47949,,,,,nan
98,,47999,,,,,nan
98,,48049,,,,,nan
98,,48099,,,,,nan
98,,48149,,,,,nan
98,,48149,nan,0.10790000110864639,,,
98,,48149,,,,0.1002769023180008,
99,,48199,,,,,nan
99,,48249,,,,,nan
99,,48299,,,,,nan
99,,48349,,,,,nan
99,,48399,,,,,nan
99,,48449,,,,,nan
99,,48499,,,,,nan
99,,48549,,,,,nan
99,,48599,,,,,nan
99,,48649,,,,,nan
99,,48699,,,,,nan
99,,48707,nan,0.10790000110864639,,,
99,,48707,,,,0.1002769023180008,
